Product Name^Description^Price^Color^Size^Supplier Stores^Accessories^Delivery Time^Demo Video^Warranty^Specifications^Weight^Installments^Discounts
Samsung Galaxy A52^"The Samsung Galaxy A52 is a mid-range smartphone with a 6.5-inch display and 5G connectivity."^"$399"^"Awesome Black"^"128GB"^"Best Buy Walmart Amazon"^"Charging Cable Earphones"^"2 days"^"Yes"^"1 year"^"4500mAh battery 6.5-inch display 6GB RAM 128GB storage"^"189g"^"Available"^"10%"
iPhone SE (2020)^"The iPhone SE (2020) is a budget-friendly smartphone with a 4.7-inch Retina display and A13 Bionic chip."^"$399"^"White"^"64GB"^"Apple Store AT&T Verizon"^"Charging Cable Earpods"^"3 days"^"Yes"^"1 year"^"1821mAh battery 4.7-inch display 3GB RAM 64GB storage"^"148g"^"Not available"^"No discount"
OnePlus 9 Pro^"The OnePlus 9 Pro is a flagship smartphone with a 6.7-inch display and 5G connectivity."^"$969"^"Morning Mist"^"256GB"^"OnePlus Store T-Mobile Amazon"^"Charging Cable Earbuds"^"3 days"^"Yes"^"2 years"^"4500mAh battery 6.7-inch display 12GB RAM 256GB storage"^"197g"^"Available"^"10%"
Xiaomi Mi 11 Lite^"The Xiaomi Mi 11 Lite is a sleek and slim smartphone with a 6.55-inch AMOLED display and 5G connectivity."^"$349"^"Truffle Black"^"128GB"^"Xiaomi Store Best Buy Amazon"^"Charging Cable"^"4 days"^"No"^"1 year"^"4250mAh battery 6.55-inch display 6GB RAM 128GB storage"^"159g"^"Available"^"15%"
Samsung Galaxy Z Flip 3^"The Samsung Galaxy Z Flip 3 is a foldable smartphone with a 6.7-inch Dynamic AMOLED display and 5G connectivity."^"$999"^"Cream"^"256GB"^"Best Buy AT&T Samsung Store"^"Charging Cable Leather Cover"^"2 days"^"Yes"^"1 year"^"3300mAh battery 6.7-inch display 8GB RAM 256GB storage"^"183g"^"Not available"^"No discount"
Motorola Moto G Power (2022)^"The Motorola Moto G Power (2022) is a budget-friendly smartphone with a massive 5000mAh battery."^"$249"^"Aurora Grey"^"64GB"^"Best Buy Walmart Amazon"^"Charging Cable"^"5 days"^"No"^"1 year"^"5000mAh battery 6.6-inch display 4GB RAM 64GB storage"^"206g"^"Available"^"10%"
iPhone 13 mini^"The iPhone 13 mini is a compact yet powerful smartphone with a 5.4-inch display and A15 Bionic chip."^"$699"^"Starlight"^"128GB"^"Apple Store AT&T Verizon"^"Charging Cable Earpods"^"3 days"^"Yes"^"2 years"^"2406mAh battery 5.4-inch display 4GB RAM 128GB storage"^"135g"^"Not available"^"No discount"
Samsung Galaxy M32^"The Samsung Galaxy M32 is a mid-range smartphone with a 6.4-inch Super AMOLED display and 5G connectivity."^"34,999"^"Light Blue"^"128GB"^"Daraz.pk Homeshopping.pk Samsung Store"^"Charging Cable Earphones"^"2 days"^"Yes"^"1 year"^"5000mAh battery 6.4-inch display 4GB RAM 128GB storage"^"196g"^"Available"^"10%"
Oppo A54^"The Oppo A54 is a budget-friendly smartphone with a 6.51-inch IPS LCD display and 5G connectivity."^"26,999"^"Crystal Black"^"128GB"^"Daraz.pk Oppo Store Homeshopping.pk"^"Charging Cable Earbuds"^"3 days"^"Yes"^"1 year"^"5000mAh battery 6.51-inch display 4GB RAM 128GB storage"^"190g"^"Available"^"15%"
Realme 8 Pro^"The Realme 8 Pro is a mid-range smartphone with a 6.4-inch Super AMOLED display and 5G connectivity."^"39,999"^"Infinite Blue"^"128GB"^"Daraz.pk Realme Store Homeshopping.pk"^"Charging Cable Earphones"^"2 days"^"Yes"^"1 year"^"4500mAh battery 6.4-inch display 8GB RAM 128GB storage"^"176g"^"Available"^"12%"
Xiaomi Redmi Note 11 Pro^"The Xiaomi Redmi Note 11 Pro is a flagship smartphone with a 6.67-inch AMOLED display and 5G connectivity."^"64,999"^"Dark Night"^"256GB"^"Xiaomi Store Daraz.pk Homeshopping.pk"^"Charging Cable Earbuds"^"3 days"^"Yes"^"2 years"^"5000mAh battery 6.67-inch display 12GB RAM 256GB storage"^"195g"^"Not available"^"No discount"
Huawei Nova 9 SE^"The Huawei Nova 9 SE is a mid-range smartphone with a 6.6-inch IPS LCD display and 5G connectivity."^"42,999"^"Midsummer Purple"^"128GB"^"Daraz.pk Huawei Store Homeshopping.pk"^"Charging Cable Earphones"^"2 days"^"Yes"^"1 year"^"4000mAh battery 6.6-inch display 8GB RAM 128GB storage"^"175g"^"Available"^"10%"
Vivo Y53s^"The Vivo Y53s is a budget-friendly smartphone with a 6.58-inch IPS LCD display and 5G connectivity."^"29,999"^"Deep Sea Blue"^"128GB"^"Daraz.pk Vivo Store Homeshopping.pk"^"Charging Cable Earphones"^"3 days"^"Yes"^"1 year"^"5000mAh battery 6.58-inch display 4GB RAM 128GB storage"^"190g"^"Not available"^"No discount"
HP Spectre x360^"The HP Spectre x360 is a premium 2-in-1 laptop with a 14-inch 4K OLED display and Intel Core i7 processor."^"229,999"^"Poseidon Blue"^"512GB SSD"^"HP Store Daraz.pk"^"Stylus Pen Power Adapter"^"3 days"^"Yes"^"1 year"^"14-inch 4K OLED display Intel Core i7 11th Gen processor 16GB RAM 512GB SSD storage"^"1.36 kg"^"Not available"^"No discount"
Dell XPS 13^"The Dell XPS 13 is a compact laptop with a 13.4-inch FHD+ display and Intel Core i5 processor."^"149,999"^"Platinum Silver"^"256GB SSD"^"Dell Store iShopping.pk"^"Power Adapter USB-C to USB-A dongle"^"4 days"^"No"^"1 year"^"13.4-inch FHD+ display Intel Core i5 11th Gen processor 8GB RAM 256GB SSD storage"^"1.2 kg"^"Available"^"5%"
Apple MacBook Pro^"The Apple MacBook Pro is a powerful laptop with a 16-inch Retina display and M1 Pro chip."^"319,999"^"Space Gray"^"1TB SSD"^"Apple Store Homeshopping.pk"^"Power Adapter USB-C to USB-A dongle"^"2 days"^"Yes"^"1 year"^"16-inch Retina display M1 Pro chip 10-core CPU 16-core GPU 16GB unified memory 1TB SSD storage"^"2.02 kg"^"Not available"^"No discount"
Samsung 55" QLED TV^"The Samsung 55" QLED TV is a 4K Smart TV with Quantum HDR and Quantum Processor 4K."^"149,999"^"Black"^"55 inches"^"Best Buy Symbios.pk"^"Remote Control Power Cable"^"5 days"^"Yes"^"1 year"^"55" QLED display 4K resolution Quantum HDR Quantum Processor 4K Smart TV features"^"19.7 kg"^"Available"^"10%"
LG 65" NanoCell TV^"The LG 65" NanoCell TV is a 4K Smart TV with NanoCell technology and Dolby Vision IQ."^"199,999"^"Gray"^"65 inches"^"LG Store Telemart.pk"^"Remote Control Power Cable"^"3 days"^"Yes"^"1 year"^"65" NanoCell display 4K resolution NanoCell technology Dolby Vision IQ Smart TV features"^"28.3 kg"^"Not available"^"No discount"
Sony PlayStation 5^"The Sony PlayStation 5 is a next-gen gaming console with lightning-fast SSD storage and 4K gaming capabilities."^"99,999"^"White"^"825GB SSD"^"PlayStation Store Mega.pk"^"DualSense Wireless Controller Power Cable"^"2 days"^"Yes"^"1 year"^"AMD Zen 2 CPU AMD RDNA 2 GPU 16GB GDDR6 RAM 825GB SSD storage 4K gaming capabilities"^"4.5 kg"^"Available"^"5%"
Sony WH-1000XM4^"The Sony WH-1000XM4 are premium noise-cancelling headphones with excellent sound quality and long battery life."^"39,999"^"Black"^"Over-ear"^"Sony Store Best Buy Amazon"^"Carrying case, charging cable, audio cable, airplane adapter"^"3 days"^"Yes"^"1 year"^"40mm drivers, 30-hour battery life, touch controls, Bluetooth 5.0"^"254g"^"Available"^"5%"
Dell XPS 13 (2022)^"The Dell XPS 13 (2022) is a high-end ultrabook with a sleek design and powerful performance."^"169,999"^"Silver"^"13.4-inch"^"Dell Store Best Buy Amazon"^"Charging cable, carrying case"^"5 days"^"No"^"2 years"^"11th-gen Intel Core i7 processor, 16GB RAM, 1TB SSD, 1920x1200 display"^"1.27kg"^"Available"^"10%"
Canon EOS R6^"The Canon EOS R6 is a professional mirrorless camera with excellent image quality and fast autofocus."^"319,999"^"Black"^"Mirrorless"^"Canon Store Best Buy Amazon"^"EF-EOS R mount adapter, 2 LP-E6NH batteries, charging kit"^"7 days"^"No"^"1 year"^"20.1MP full-frame CMOS sensor, 4K video recording, 12fps continuous shooting, in-body image stabilization"^"680g (body only)"^"Not available"^"No discount"
Samsung 65-inch Q70A QLED 4K TV^"The Samsung 65-inch Q70A QLED 4K TV is a high-end smart TV with excellent picture quality and a variety of features."^"299,999"^"Black"^"65-inch"^"Samsung Store Best Buy Amazon"^"One Remote, power cable, user manual"^"10 days"^"No"^"2 years"^"Quantum Processor 4K, 4K UHD resolution, HDR10+, Quantum HDR, Tizen operating system, Alexa and Google Assistant compatibility"^"24.5kg"^"Available"^"15%"
Apple iPad Pro (2022)^"The Apple iPad Pro (2022) is a powerful tablet with a large display and Apple's M1 chip."^"119,999"^"Space Gray"^"12.9-inch"^"Apple Store Best Buy Amazon"^"Apple Pencil, Magic Keyboard"^"4 days"^"Yes"^"1 year"^"M1 chip with 8-core CPU and 8-core GPU, 16GB RAM, 2TB storage, 2732x2048 Liquid Retina XDR display"^"682g (Wi-Fi), 685g (5G)"^"Not available"^"No discount"
Nike Air Zoom Pegasus 38^"The Nike Air Zoom Pegasus 38 is a popular running shoe with a comfortable fit and responsive cushioning."^"17,999"^"White/Black"^"Men's 10.5"^"Nike Store Best Buy Amazon"^"None"^"2 days"^"No"^"1 year"^"Zoom Air cushioning, Flywire cables, breathable mesh upper, durable rubber outsole"^"283g (men's size 10)"^"Available"^"10%"
Huawei P40 Lite^"The Huawei P40 Lite is a mid-range smartphone with a 6.4-inch display and 5G connectivity."^"31,499"^"Midnight Black"^"128GB"^"Huawei Store Daraz.pk Amazon"^"Charging Cable Earphones"^"2 days"^"Yes"^"1 year"^"4200mAh battery 6.4-inch display 6GB RAM 128GB storage"^"183g"^"Available"^"8%"
Sony Xperia 5 III^"The Sony Xperia 5 III is a high-end smartphone with a 6.1-inch OLED display and 5G connectivity."^"78,999"^"Frosted Black"^"256GB"^"Sony Store Telenor Amazon"^"Charging Cable Earbuds"^"3 days"^"Yes"^"2 years"^"4500mAh battery 6.1-inch display 12GB RAM 256GB storage"^"168g"^"Available"^"12%"
Oppo F19 Pro^"The Oppo F19 Pro is a budget-friendly smartphone with a 6.43-inch AMOLED display and 5G connectivity."^"26,999"^"Space Silver"^"128GB"^"Oppo Store Jazz.pk Amazon"^"Charging Cable Earphones"^"3 days"^"Yes"^"1 year"^"4310mAh battery 6.43-inch display 8GB RAM 128GB storage"^"172g"^"Not available"^"No discount"
Google Pixel 5a^"The Google Pixel 5a is a mid-range smartphone with a 6.34-inch OLED display and 5G connectivity."^"54,999"^"Mostly Black"^"128GB"^"Google Store Ufone.pk Amazon"^"Charging Cable Earbuds"^"2 days"^"Yes"^"1 year"^"4680mAh battery 6.34-inch display 6GB RAM 128GB storage"^"183g"^"Available"^"15%"
Realme GT Neo^"The Realme GT Neo is a powerful smartphone with a 6.43-inch Super AMOLED display and 5G connectivity."^"45,999"^"Silver"^"256GB"^"Realme Store Zong.pk Amazon"^"Charging Cable Earphones"^"4 days"^"Yes"^"1 year"^"4500mAh battery 6.43-inch display 8GB RAM 256GB storage"^"179g"^"Available"^"10%"
Samsung Galaxy S21 Ultra^"The Samsung Galaxy S21 Ultra is a flagship smartphone with a massive 6.8-inch Dynamic AMOLED display and 5G connectivity."^"119,999"^"Phantom Silver"^"512GB"^"Best Buy AT&T Samsung Store"^"Charging Cable Earbuds Leather Cover"^"2 days"^"Yes"^"1 year"^"5000mAh battery 6.8-inch display 12GB RAM 512GB storage"^"228g"^"Not available"^"No discount"
